datetime;fecha;hora;prod;wind_speed
2007-08-30 07:00:00;2007-08-30;07:00;25011;10.2
2007-08-30 08:00:00;2007-08-30;08:00;20254;8.2
2007-08-30 09:00:00;2007-08-30;09:00;19466;8.1
2007-08-30 10:00:00;2007-08-30;10:00;16261;7.2
2007-08-30 11:00:00;2007-08-30;11:00;21881;8.8
2007-08-30 12:00:00;2007-08-30;12:00;30712;10.9
2007-08-30 13:00:00;2007-08-30;13:00;31024;10.1
2007-08-30 14:00:00;2007-08-30;14:00;31998;9.8
2007-08-30 15:00:00;2007-08-30;15:00;24638;8
2007-08-30 16:00:00;2007-08-30;16:00;23471;11.2
2007-08-30 17:00:00;2007-08-30;17:00;25853;11
2007-08-30 18:00:00;2007-08-30;18:00;27648;9.2
2007-08-30 19:00:00;2007-08-30;19:00;23812;9.4
2007-08-30 20:00:00;2007-08-30;20:00;26922;10.8
2007-08-30 21:00:00;2007-08-30;21:00;29251;9.6
2007-08-30 22:00:00;2007-08-30;22:00;26710;10.4
2007-08-30 23:00:00;2007-08-30;23:00;21012;9.9
2007-08-31 00:00:00;2007-08-31;00:00;18681;10
2007-08-31 01:00:00;2007-08-31;01:00;22183;11.8
2007-08-31 02:00:00;2007-08-31;02:00;25347;11.8
2007-08-31 03:00:00;2007-08-31;03:00;25346;11.7
2007-08-31 04:00:00;2007-08-31;04:00;24973;10.2
2007-08-31 05:00:00;2007-08-31;05:00;23809;11.5
2007-08-31 06:00:00;2007-08-31;06:00;31122;13.3
2007-08-31 07:00:00;2007-08-31;07:00;28839;12.1
2007-08-31 08:00:00;2007-08-31;08:00;27942;14.1
2007-08-31 09:00:00;2007-08-31;09:00;28370;12.3
2007-08-31 10:00:00;2007-08-31;10:00;23674;11.6
2007-08-31 11:00:00;2007-08-31;11:00;23138;12.9
2007-08-31 12:00:00;2007-08-31;12:00;23530;11.1
2007-08-31 13:00:00;2007-08-31;13:00;24116;11.5
2007-08-31 14:00:00;2007-08-31;14:00;23965;7.1
2007-08-31 15:00:00;2007-08-31;15:00;22740;8.2
2007-08-31 16:00:00;2007-08-31;16:00;23770;7.2
2007-08-31 17:00:00;2007-08-31;17:00;15450;7.4
2007-08-31 18:00:00;2007-08-31;18:00;19475;10.6
2007-08-31 19:00:00;2007-08-31;19:00;26721;7.1
2007-08-31 20:00:00;2007-08-31;20:00;26131;9.5
2007-08-31 21:00:00;2007-08-31;21:00;30460;11.5
2007-08-31 22:00:00;2007-08-31;22:00;30511;13.1
2007-08-31 23:00:00;2007-08-31;23:00;29245;10.7
2007-09-01 00:00:00;2007-09-01;00:00;25815;9.4
2007-09-01 01:00:00;2007-09-01;01:00;19253;9.8
2007-09-01 02:00:00;2007-09-01;02:00;22070;11.4
2007-09-01 03:00:00;2007-09-01;03:00;27958;12.2
2007-09-01 04:00:00;2007-09-01;04:00;29816;10.3
2007-09-01 05:00:00;2007-09-01;05:00;25494;9.6
2007-09-01 06:00:00;2007-09-01;06:00;19277;7.2
2007-09-01 07:00:00;2007-09-01;07:00;20287;9.1
2007-09-01 08:00:00;2007-09-01;08:00;19212;6.9
2007-09-01 09:00:00;2007-09-01;09:00;16850;8.6
2007-09-01 10:00:00;2007-09-01;10:00;11517;7.2
2007-09-01 11:00:00;2007-09-01;11:00;14205;7.9
2007-09-01 12:00:00;2007-09-01;12:00;10685;6
2007-09-01 13:00:00;2007-09-01;13:00;5057;6.3
2007-09-01 14:00:00;2007-09-01;14:00;6362;5.8
2007-09-01 15:00:00;2007-09-01;15:00;3854;4.4
2007-09-01 16:00:00;2007-09-01;16:00;2112;4.7
2007-09-01 17:00:00;2007-09-01;17:00;1055;3.5
2007-09-01 18:00:00;2007-09-01;18:00;1266;5.1
2007-09-01 19:00:00;2007-09-01;19:00;2657;5
2007-09-01 20:00:00;2007-09-01;20:00;2354;4.1
2007-09-01 21:00:00;2007-09-01;21:00;3830;6.2
2007-09-01 22:00:00;2007-09-01;22:00;4767;5.6
2007-09-01 23:00:00;2007-09-01;23:00;4471;7
2007-09-02 00:00:00;2007-09-02;00:00;8328;8.5
2007-09-02 01:00:00;2007-09-02;01:00;7699;5.6
2007-09-02 02:00:00;2007-09-02;02:00;4773;5.5
2007-09-02 03:00:00;2007-09-02;03:00;3727;7.1
2007-09-02 04:00:00;2007-09-02;04:00;5095;8.1
2007-09-02 05:00:00;2007-09-02;05:00;5183;7.9
2007-09-02 06:00:00;2007-09-02;06:00;6667;8.5
2007-09-02 07:00:00;2007-09-02;07:00;7111;8.9
2007-09-02 08:00:00;2007-09-02;08:00;7886;9.4
2007-09-02 09:00:00;2007-09-02;09:00;8629;7
2007-09-02 10:00:00;2007-09-02;10:00;8115;8
2007-09-02 11:00:00;2007-09-02;11:00;4844;7
2007-09-02 12:00:00;2007-09-02;12:00;3228;5.8
2007-09-02 13:00:00;2007-09-02;13:00;4242;4.1
2007-09-02 14:00:00;2007-09-02;14:00;3232;4.1
2007-09-02 15:00:00;2007-09-02;15:00;3833;5.4
2007-09-02 16:00:00;2007-09-02;16:00;4121;4.8
2007-09-02 17:00:00;2007-09-02;17:00;2522;4.8
2007-09-02 18:00:00;2007-09-02;18:00;4411;5.3
2007-09-02 19:00:00;2007-09-02;19:00;4626;5.1
2007-09-02 20:00:00;2007-09-02;20:00;6585;5.7
2007-09-02 21:00:00;2007-09-02;21:00;10365;7.4
2007-09-02 22:00:00;2007-09-02;22:00;14101;8.6
2007-09-02 23:00:00;2007-09-02;23:00;13738;10.1
2007-09-03 00:00:00;2007-09-03;00:00;18151;10.1
2007-09-03 01:00:00;2007-09-03;01:00;20036;8.8
2007-09-03 02:00:00;2007-09-03;02:00;19680;8.3
2007-09-03 03:00:00;2007-09-03;03:00;20643;9.3
2007-09-03 04:00:00;2007-09-03;04:00;23302;10.8
2007-09-03 05:00:00;2007-09-03;05:00;21592;11.1
2007-09-03 06:00:00;2007-09-03;06:00;24556;11.2
2007-09-03 07:00:00;2007-09-03;07:00;22128;11.2
2007-09-03 08:00:00;2007-09-03;08:00;22273;12.6
2007-09-03 09:00:00;2007-09-03;09:00;24048;12.1
2007-09-03 10:00:00;2007-09-03;10:00;25193;11.8
2007-09-03 11:00:00;2007-09-03;11:00;22071;9.5
2007-09-03 12:00:00;2007-09-03;12:00;19894;7.7
2007-09-03 13:00:00;2007-09-03;13:00;20481;10.7
2007-09-03 14:00:00;2007-09-03;14:00;19499;10.1
2007-09-03 15:00:00;2007-09-03;15:00;21233;8.8
2007-09-03 16:00:00;2007-09-03;16:00;16437;6.5
2007-09-03 17:00:00;2007-09-03;17:00;13750;6
2007-09-03 18:00:00;2007-09-03;18:00;11205;4.9
2007-09-03 19:00:00;2007-09-03;19:00;13934;6.7
2007-09-03 20:00:00;2007-09-03;20:00;15478;9
2007-09-03 21:00:00;2007-09-03;21:00;16257;9.7
2007-09-03 22:00:00;2007-09-03;22:00;18609;9.3
2007-09-03 23:00:00;2007-09-03;23:00;23692;9.6
2007-09-04 00:00:00;2007-09-04;00:00;31576;14.3
2007-09-04 01:00:00;2007-09-04;01:00;33068;12.9
2007-09-04 02:00:00;2007-09-04;02:00;31478;15
2007-09-04 03:00:00;2007-09-04;03:00;27630;12.3
2007-09-04 04:00:00;2007-09-04;04:00;25450;14.3
2007-09-04 05:00:00;2007-09-04;05:00;25073;11.9
2007-09-04 06:00:00;2007-09-04;06:00;27920;13.3
2007-09-04 07:00:00;2007-09-04;07:00;31338;15.3
2007-09-04 08:00:00;2007-09-04;08:00;28716;17.1
2007-09-04 09:00:00;2007-09-04;09:00;29835;13.1
2007-09-04 10:00:00;2007-09-04;10:00;29234;11.6
2007-09-04 11:00:00;2007-09-04;11:00;23061;10.3
2007-09-04 12:00:00;2007-09-04;12:00;23270;9.2
2007-09-04 13:00:00;2007-09-04;13:00;23490;12.2
2007-09-04 14:00:00;2007-09-04;14:00;21311;9.1
2007-09-04 15:00:00;2007-09-04;15:00;19253;8.2
2007-09-04 16:00:00;2007-09-04;16:00;17650;8
2007-09-04 17:00:00;2007-09-04;17:00;15373;8.1
2007-09-04 18:00:00;2007-09-04;18:00;16555;8.1
2007-09-04 19:00:00;2007-09-04;19:00;16131;8.6
2007-09-04 20:00:00;2007-09-04;20:00;13403;6.8
2007-09-04 21:00:00;2007-09-04;21:00;17957;7.1
2007-09-04 22:00:00;2007-09-04;22:00;20933;7.7
2007-09-04 23:00:00;2007-09-04;23:00;22240;8.6
2007-09-05 00:00:00;2007-09-05;00:00;20210;9.8
2007-09-05 01:00:00;2007-09-05;01:00;19498;10.2
2007-09-05 02:00:00;2007-09-05;02:00;23483;11.3
2007-09-05 03:00:00;2007-09-05;03:00;25126;11
2007-09-05 04:00:00;2007-09-05;04:00;23617;11.5
2007-09-05 05:00:00;2007-09-05;05:00;22411;10.7
2007-09-05 06:00:00;2007-09-05;06:00;23069;11.3
2007-09-05 07:00:00;2007-09-05;07:00;20852;9.1
2007-09-05 08:00:00;2007-09-05;08:00;15921;9.3
2007-09-05 09:00:00;2007-09-05;09:00;16070;9.8
2007-09-05 10:00:00;2007-09-05;10:00;17839;9.6
2007-09-05 11:00:00;2007-09-05;11:00;15982;8.6
2007-09-05 12:00:00;2007-09-05;12:00;11470;6.9
2007-09-05 13:00:00;2007-09-05;13:00;12051;6.6
2007-09-05 14:00:00;2007-09-05;14:00;10016;5.3
2007-09-05 15:00:00;2007-09-05;15:00;5930;5.9
2007-09-05 16:00:00;2007-09-05;16:00;3915;5.7
2007-09-05 17:00:00;2007-09-05;17:00;2141;3.7
2007-09-05 18:00:00;2007-09-05;18:00;2035;4.3
2007-09-05 19:00:00;2007-09-05;19:00;1914;3.4
2007-09-05 20:00:00;2007-09-05;20:00;4618;6.6
2007-09-05 21:00:00;2007-09-05;21:00;7109;6.3
2007-09-05 22:00:00;2007-09-05;22:00;13199;6.1
2007-09-05 23:00:00;2007-09-05;23:00;15904;8.6
2007-09-06 00:00:00;2007-09-06;00:00;17952;9.7
2007-09-06 01:00:00;2007-09-06;01:00;15520;9
2007-09-06 02:00:00;2007-09-06;02:00;18160;10.9
2007-09-06 03:00:00;2007-09-06;03:00;18747;10
2007-09-06 04:00:00;2007-09-06;04:00;16861;10.3
2007-09-06 05:00:00;2007-09-06;05:00;16692;10.7
2007-09-06 06:00:00;2007-09-06;06:00;16980;10.1
2007-09-06 07:00:00;2007-09-06;07:00;16531;9.1
2007-09-06 08:00:00;2007-09-06;08:00;16213;7.8
2007-09-06 09:00:00;2007-09-06;09:00;16711;7.4
2007-09-06 10:00:00;2007-09-06;10:00;16910;8.1
2007-09-06 11:00:00;2007-09-06;11:00;15564;6.9
2007-09-06 12:00:00;2007-09-06;12:00;8590;6.5
2007-09-06 13:00:00;2007-09-06;13:00;3848;4.7
2007-09-06 14:00:00;2007-09-06;14:00;1970;4.3
2007-09-06 15:00:00;2007-09-06;15:00;767;3.4
2007-09-06 16:00:00;2007-09-06;16:00;1;2.1
2007-09-06 17:00:00;2007-09-06;17:00;0;2.2
2007-09-06 18:00:00;2007-09-06;18:00;0;1.7
2007-09-06 19:00:00;2007-09-06;19:00;336;5
2007-09-06 20:00:00;2007-09-06;20:00;2120;5.3
2007-09-06 21:00:00;2007-09-06;21:00;1255;3.6
2007-09-06 22:00:00;2007-09-06;22:00;3005;8.6
2007-09-06 23:00:00;2007-09-06;23:00;9125;5.2
2007-09-07 00:00:00;2007-09-07;00:00;5758;6.8
2007-09-07 01:00:00;2007-09-07;01:00;8373;8.1
2007-09-07 02:00:00;2007-09-07;02:00;10388;8.8
2007-09-07 03:00:00;2007-09-07;03:00;11562;9.5
2007-09-07 04:00:00;2007-09-07;04:00;9154;7.9
2007-09-07 05:00:00;2007-09-07;05:00;5108;8
2007-09-07 06:00:00;2007-09-07;06:00;8184;8.4
2007-09-07 07:00:00;2007-09-07;07:00;12020;7.9
2007-09-07 08:00:00;2007-09-07;08:00;12191;8
2007-09-07 09:00:00;2007-09-07;09:00;13865;9.2
2007-09-07 10:00:00;2007-09-07;10:00;12702;7.7
2007-09-07 11:00:00;2007-09-07;11:00;6201;6
2007-09-07 12:00:00;2007-09-07;12:00;2260;5.9
2007-09-07 13:00:00;2007-09-07;13:00;2708;4.8
2007-09-07 14:00:00;2007-09-07;14:00;1795;5.1
2007-09-07 15:00:00;2007-09-07;15:00;1419;3.9
2007-09-07 16:00:00;2007-09-07;16:00;619;3.2
2007-09-07 17:00:00;2007-09-07;17:00;110;3.2
2007-09-07 18:00:00;2007-09-07;18:00;16;2.8
2007-09-07 19:00:00;2007-09-07;19:00;600;3.5
2007-09-07 20:00:00;2007-09-07;20:00;356;2.7
2007-09-07 21:00:00;2007-09-07;21:00;2098;5.4
2007-09-07 22:00:00;2007-09-07;22:00;3967;6.6
2007-09-07 23:00:00;2007-09-07;23:00;8510;6.2
2007-09-08 00:00:00;2007-09-08;00:00;10625;7.6
2007-09-08 01:00:00;2007-09-08;01:00;11769;9.4
2007-09-08 02:00:00;2007-09-08;02:00;10356;8
2007-09-08 03:00:00;2007-09-08;03:00;14118;9.1
2007-09-08 04:00:00;2007-09-08;04:00;12875;9
2007-09-08 05:00:00;2007-09-08;05:00;6110;6.8
2007-09-08 06:00:00;2007-09-08;06:00;3135;6.9
2007-09-08 07:00:00;2007-09-08;07:00;2506;6.1
2007-09-08 08:00:00;2007-09-08;08:00;2245;5.2
2007-09-08 09:00:00;2007-09-08;09:00;1072;3.7
2007-09-08 10:00:00;2007-09-08;10:00;132;3.6
2007-09-08 11:00:00;2007-09-08;11:00;741;5.5
2007-09-08 12:00:00;2007-09-08;12:00;213;3.4
2007-09-08 13:00:00;2007-09-08;13:00;1;2.4
2007-09-08 14:00:00;2007-09-08;14:00;0;2.6
2007-09-08 15:00:00;2007-09-08;15:00;0;2.7
2007-09-08 16:00:00;2007-09-08;16:00;0;2.4
2007-09-08 17:00:00;2007-09-08;17:00;166;3.2
2007-09-08 18:00:00;2007-09-08;18:00;2746;5
2007-09-08 19:00:00;2007-09-08;19:00;2609;5.4
2007-09-08 20:00:00;2007-09-08;20:00;3820;5
2007-09-08 21:00:00;2007-09-08;21:00;2757;3.8
2007-09-08 22:00:00;2007-09-08;22:00;1735;3.9
2007-09-08 23:00:00;2007-09-08;23:00;2350;4.9
2007-09-09 00:00:00;2007-09-09;00:00;3093;5.7
2007-09-09 01:00:00;2007-09-09;01:00;1255;5
2007-09-09 02:00:00;2007-09-09;02:00;2200;6.7
2007-09-09 03:00:00;2007-09-09;03:00;2678;5.5
2007-09-09 04:00:00;2007-09-09;04:00;1474;5.5
2007-09-09 05:00:00;2007-09-09;05:00;570;2.5
2007-09-09 06:00:00;2007-09-09;06:00;0;0.8
2007-09-09 07:00:00;2007-09-09;07:00;0;1.2
2007-09-09 08:00:00;2007-09-09;08:00;0;1.8
2007-09-09 09:00:00;2007-09-09;09:00;0;2.7
2007-09-09 10:00:00;2007-09-09;10:00;417;3.8
2007-09-09 11:00:00;2007-09-09;11:00;730;4.4
2007-09-09 12:00:00;2007-09-09;12:00;523;3.3
2007-09-09 13:00:00;2007-09-09;13:00;246;2.2
2007-09-09 14:00:00;2007-09-09;14:00;0;1.7
2007-09-09 15:00:00;2007-09-09;15:00;0;2.3
2007-09-09 16:00:00;2007-09-09;16:00;0;3
2007-09-09 17:00:00;2007-09-09;17:00;0;1.7
2007-09-09 18:00:00;2007-09-09;18:00;4;2.7
2007-09-09 19:00:00;2007-09-09;19:00;19;2.6
2007-09-09 20:00:00;2007-09-09;20:00;210;3.2
2007-09-09 21:00:00;2007-09-09;21:00;45;3.5
2007-09-09 22:00:00;2007-09-09;22:00;1533;3.9
2007-09-09 23:00:00;2007-09-09;23:00;4129;5.2
2007-09-10 00:00:00;2007-09-10;00:00;7168;6
2007-09-10 01:00:00;2007-09-10;01:00;9115;6.8
2007-09-10 02:00:00;2007-09-10;02:00;11308;5.7
2007-09-10 03:00:00;2007-09-10;03:00;18897;9.5
2007-09-10 04:00:00;2007-09-10;04:00;26841;10.5
2007-09-10 05:00:00;2007-09-10;05:00;25944;8
2007-09-10 06:00:00;2007-09-10;06:00;20096;10
2007-09-10 07:00:00;2007-09-10;07:00;23030;12.2
2007-09-10 08:00:00;2007-09-10;08:00;26109;15.2
2007-09-10 09:00:00;2007-09-10;09:00;25086;13.7
2007-09-10 10:00:00;2007-09-10;10:00;26301;11.6
2007-09-10 11:00:00;2007-09-10;11:00;19417;12.3
2007-09-10 12:00:00;2007-09-10;12:00;17961;9.6
2007-09-10 13:00:00;2007-09-10;13:00;16505;7.4
2007-09-10 14:00:00;2007-09-10;14:00;12037;7.1
2007-09-10 15:00:00;2007-09-10;15:00;8931;7.2
2007-09-10 16:00:00;2007-09-10;16:00;6265;5.7
2007-09-10 17:00:00;2007-09-10;17:00;7426;5.5
2007-09-10 18:00:00;2007-09-10;18:00;5370;5.5
2007-09-10 19:00:00;2007-09-10;19:00;8861;5.4
2007-09-10 20:00:00;2007-09-10;20:00;7512;4.8
2007-09-10 21:00:00;2007-09-10;21:00;7543;5.8
2007-09-10 22:00:00;2007-09-10;22:00;16486;9.6
2007-09-10 23:00:00;2007-09-10;23:00;21721;8.7
2007-09-11 00:00:00;2007-09-11;00:00;22925;9.5
2007-09-11 01:00:00;2007-09-11;01:00;23732;10.7
2007-09-11 02:00:00;2007-09-11;02:00;25696;11.3
2007-09-11 03:00:00;2007-09-11;03:00;22596;8.4
2007-09-11 04:00:00;2007-09-11;04:00;18239;7.6
2007-09-11 05:00:00;2007-09-11;05:00;18847;6.8
2007-09-11 06:00:00;2007-09-11;06:00;22234;9.1
2007-09-11 07:00:00;2007-09-11;07:00;21663;7.1
2007-09-11 08:00:00;2007-09-11;08:00;16200;10.9
2007-09-11 09:00:00;2007-09-11;09:00;15888;9.9
2007-09-11 10:00:00;2007-09-11;10:00;17144;7.6
2007-09-11 11:00:00;2007-09-11;11:00;18799;7.1
2007-09-11 12:00:00;2007-09-11;12:00;14875;7.4
2007-09-11 13:00:00;2007-09-11;13:00;9462;7.3
2007-09-11 14:00:00;2007-09-11;14:00;8496;6.3
2007-09-11 15:00:00;2007-09-11;15:00;12031;6.1
2007-09-11 16:00:00;2007-09-11;16:00;8989;5
2007-09-11 17:00:00;2007-09-11;17:00;10839;6.8
2007-09-11 18:00:00;2007-09-11;18:00;17701;7.2
2007-09-11 19:00:00;2007-09-11;19:00;11991;6.2
2007-09-11 20:00:00;2007-09-11;20:00;14637;8.5
2007-09-11 21:00:00;2007-09-11;21:00;20628;8.2
2007-09-11 22:00:00;2007-09-11;22:00;22300;11
2007-09-11 23:00:00;2007-09-11;23:00;21754;10.3
2007-09-12 00:00:00;2007-09-12;00:00;23229;14.5
2007-09-12 01:00:00;2007-09-12;01:00;26033;11
2007-09-12 02:00:00;2007-09-12;02:00;22400;11.7
2007-09-12 03:00:00;2007-09-12;03:00;26105;11.7
2007-09-12 04:00:00;2007-09-12;04:00;26693;9.6
2007-09-12 05:00:00;2007-09-12;05:00;25931;12.6
2007-09-12 06:00:00;2007-09-12;06:00;23958;10.2
2007-09-12 07:00:00;2007-09-12;07:00;18467;9.4
2007-09-12 08:00:00;2007-09-12;08:00;15798;8
2007-09-12 09:00:00;2007-09-12;09:00;14537;7.7
2007-09-12 10:00:00;2007-09-12;10:00;14100;7.4
2007-09-12 11:00:00;2007-09-12;11:00;9616;8.7
2007-09-12 12:00:00;2007-09-12;12:00;6020;6.6
2007-09-12 13:00:00;2007-09-12;13:00;5453;5.8
2007-09-12 14:00:00;2007-09-12;14:00;1534;3.7
2007-09-12 15:00:00;2007-09-12;15:00;558;1.6
2007-09-12 16:00:00;2007-09-12;16:00;0;2
2007-09-12 17:00:00;2007-09-12;17:00;0;2.1
2007-09-12 18:00:00;2007-09-12;18:00;714;3.6
2007-09-12 19:00:00;2007-09-12;19:00;1460;3.9
2007-09-12 20:00:00;2007-09-12;20:00;1694;3.8
2007-09-12 21:00:00;2007-09-12;21:00;2616;4.5
2007-09-12 22:00:00;2007-09-12;22:00;3894;5
2007-09-12 23:00:00;2007-09-12;23:00;3692;7.8
2007-09-13 00:00:00;2007-09-13;00:00;4103;6.1
2007-09-13 01:00:00;2007-09-13;01:00;7708;6.5
2007-09-13 02:00:00;2007-09-13;02:00;3378;6.5
2007-09-13 03:00:00;2007-09-13;03:00;1538;5.9
2007-09-13 04:00:00;2007-09-13;04:00;1892;5.1
2007-09-13 05:00:00;2007-09-13;05:00;855;4.4
2007-09-13 06:00:00;2007-09-13;06:00;203;3.7
2007-09-13 07:00:00;2007-09-13;07:00;98;5.1
2007-09-13 08:00:00;2007-09-13;08:00;153;1.4
2007-09-13 09:00:00;2007-09-13;09:00;454;3.9
2007-09-13 10:00:00;2007-09-13;10:00;156;1.4
2007-09-13 11:00:00;2007-09-13;11:00;0;1.4
2007-09-13 12:00:00;2007-09-13;12:00;0;1.9
2007-09-13 13:00:00;2007-09-13;13:00;0;2.2
2007-09-13 14:00:00;2007-09-13;14:00;0;3.1
2007-09-13 15:00:00;2007-09-13;15:00;3;3.3
2007-09-13 16:00:00;2007-09-13;16:00;247;3
2007-09-13 17:00:00;2007-09-13;17:00;685;3.5
2007-09-13 18:00:00;2007-09-13;18:00;238;1.8
2007-09-13 19:00:00;2007-09-13;19:00;0;1.6
2007-09-13 20:00:00;2007-09-13;20:00;120;4.3
2007-09-13 21:00:00;2007-09-13;21:00;1026;2.8
2007-09-13 22:00:00;2007-09-13;22:00;172;2.7
2007-09-13 23:00:00;2007-09-13;23:00;110;4.2
2007-09-14 00:00:00;2007-09-14;00:00;2016;5.4
2007-09-14 01:00:00;2007-09-14;01:00;2118;4.5
2007-09-14 02:00:00;2007-09-14;02:00;3787;6
2007-09-14 03:00:00;2007-09-14;03:00;3127;6
2007-09-14 04:00:00;2007-09-14;04:00;5927;5.8
2007-09-14 05:00:00;2007-09-14;05:00;10194;5.7
2007-09-14 06:00:00;2007-09-14;06:00;8214;5.8
2007-09-14 07:00:00;2007-09-14;07:00;10293;3.1
2007-09-14 08:00:00;2007-09-14;08:00;18253;9.8
2007-09-14 09:00:00;2007-09-14;09:00;14831;11
2007-09-14 10:00:00;2007-09-14;10:00;12075;7.9
2007-09-14 11:00:00;2007-09-14;11:00;7697;6.7
2007-09-14 12:00:00;2007-09-14;12:00;14311;8.3
2007-09-14 13:00:00;2007-09-14;13:00;19917;9.8
2007-09-14 14:00:00;2007-09-14;14:00;19859;7.7
2007-09-14 15:00:00;2007-09-14;15:00;15833;7.1
2007-09-14 16:00:00;2007-09-14;16:00;19333;9.5
2007-09-14 17:00:00;2007-09-14;17:00;19642;8.7
2007-09-14 18:00:00;2007-09-14;18:00;17399;10.5
2007-09-14 19:00:00;2007-09-14;19:00;16176;8.5
2007-09-14 20:00:00;2007-09-14;20:00;14256;9.6
2007-09-14 21:00:00;2007-09-14;21:00;18300;9.5
2007-09-14 22:00:00;2007-09-14;22:00;12936;9.8
2007-09-14 23:00:00;2007-09-14;23:00;23543;9.8
2007-09-15 00:00:00;2007-09-15;00:00;25626;12.9
2007-09-15 01:00:00;2007-09-15;01:00;25736;10.1
2007-09-15 02:00:00;2007-09-15;02:00;21889;13
2007-09-15 03:00:00;2007-09-15;03:00;18559;11.9
2007-09-15 04:00:00;2007-09-15;04:00;18695;10.7
2007-09-15 05:00:00;2007-09-15;05:00;15021;6.8
2007-09-15 06:00:00;2007-09-15;06:00;13810;8.9
2007-09-15 07:00:00;2007-09-15;07:00;13462;8.8
2007-09-15 08:00:00;2007-09-15;08:00;12810;8.8
2007-09-15 09:00:00;2007-09-15;09:00;13374;8.8
2007-09-15 10:00:00;2007-09-15;10:00;11663;7.5
2007-09-15 11:00:00;2007-09-15;11:00;5175;6.8
2007-09-15 12:00:00;2007-09-15;12:00;2540;5.4
2007-09-15 13:00:00;2007-09-15;13:00;593;3.9
2007-09-15 14:00:00;2007-09-15;14:00;267;3.3
2007-09-15 15:00:00;2007-09-15;15:00;1;1.8
2007-09-15 16:00:00;2007-09-15;16:00;0;2.6
2007-09-15 17:00:00;2007-09-15;17:00;0;3.4
2007-09-15 18:00:00;2007-09-15;18:00;576;5.3
2007-09-15 19:00:00;2007-09-15;19:00;2765;5.8
2007-09-15 20:00:00;2007-09-15;20:00;2519;6.3
2007-09-15 21:00:00;2007-09-15;21:00;2901;5
2007-09-15 22:00:00;2007-09-15;22:00;2530;5
2007-09-15 23:00:00;2007-09-15;23:00;1579;4.2
2007-09-16 00:00:00;2007-09-16;00:00;440;3.2
2007-09-16 01:00:00;2007-09-16;01:00;5;4
2007-09-16 02:00:00;2007-09-16;02:00;87;3.5
2007-09-16 03:00:00;2007-09-16;03:00;17;3.7
2007-09-16 04:00:00;2007-09-16;04:00;46;2.9
2007-09-16 05:00:00;2007-09-16;05:00;0;2.3
2007-09-16 06:00:00;2007-09-16;06:00;0;2
2007-09-16 07:00:00;2007-09-16;07:00;0;2.2
2007-09-16 08:00:00;2007-09-16;08:00;0;1.8
2007-09-16 09:00:00;2007-09-16;09:00;0;0.5
2007-09-16 10:00:00;2007-09-16;10:00;0;0
2007-09-16 11:00:00;2007-09-16;11:00;0;1.5
2007-09-16 12:00:00;2007-09-16;12:00;0;1.5
2007-09-16 13:00:00;2007-09-16;13:00;0;1.6
2007-09-16 14:00:00;2007-09-16;14:00;35;2.4
2007-09-16 15:00:00;2007-09-16;15:00;40;3.6
2007-09-16 16:00:00;2007-09-16;16:00;1423;4.2
2007-09-16 17:00:00;2007-09-16;17:00;2443;3.7
2007-09-16 18:00:00;2007-09-16;18:00;1325;3.6
2007-09-16 19:00:00;2007-09-16;19:00;339;2.9
2007-09-16 20:00:00;2007-09-16;20:00;0;3.1
2007-09-16 21:00:00;2007-09-16;21:00;0;1.4
2007-09-16 22:00:00;2007-09-16;22:00;0;2.6
2007-09-16 23:00:00;2007-09-16;23:00;7;3.1
2007-09-17 00:00:00;2007-09-17;00:00;70;3
2007-09-17 01:00:00;2007-09-17;01:00;255;3.5
2007-09-17 02:00:00;2007-09-17;02:00;768;4.1
2007-09-17 03:00:00;2007-09-17;03:00;258;3.3
2007-09-17 04:00:00;2007-09-17;04:00;529;3.6
2007-09-17 05:00:00;2007-09-17;05:00;277;2.7
2007-09-17 06:00:00;2007-09-17;06:00;78;2.8
2007-09-17 07:00:00;2007-09-17;07:00;266;5.5
2007-09-17 08:00:00;2007-09-17;08:00;2297;4.5
2007-09-17 09:00:00;2007-09-17;09:00;2286;4.3
2007-09-17 10:00:00;2007-09-17;10:00;409;2.4
2007-09-17 11:00:00;2007-09-17;11:00;0;1.8
2007-09-17 12:00:00;2007-09-17;12:00;0;1.9
2007-09-17 13:00:00;2007-09-17;13:00;0;3.5
2007-09-17 14:00:00;2007-09-17;14:00;482;3.5
2007-09-17 15:00:00;2007-09-17;15:00;1217;4.2
2007-09-17 16:00:00;2007-09-17;16:00;753;3.8
2007-09-17 17:00:00;2007-09-17;17:00;444;3
2007-09-17 18:00:00;2007-09-17;18:00;598;6
2007-09-17 19:00:00;2007-09-17;19:00;3404;5.5
2007-09-17 20:00:00;2007-09-17;20:00;6966;6.5
2007-09-17 21:00:00;2007-09-17;21:00;12075;7
2007-09-17 22:00:00;2007-09-17;22:00;10823;9.4
2007-09-17 23:00:00;2007-09-17;23:00;12111;8.8
2007-09-18 00:00:00;2007-09-18;00:00;13300;8.7
2007-09-18 01:00:00;2007-09-18;01:00;13437;7.9
2007-09-18 02:00:00;2007-09-18;02:00;14228;9.1
2007-09-18 03:00:00;2007-09-18;03:00;15883;7.1
2007-09-18 04:00:00;2007-09-18;04:00;17162;8.9
2007-09-18 05:00:00;2007-09-18;05:00;17419;7.9
2007-09-18 06:00:00;2007-09-18;06:00;17998;11
2007-09-18 07:00:00;2007-09-18;07:00;22076;10.3
